Date and time,Cooling,Heating,Total
01/08/2011 07,3.89,0,3.89
01/08/2011 08,8.88,0,8.88
01/08/2011 09,6.84,0,6.84
01/08/2011 10,5.96,0,5.96
01/08/2011 11,8.82,0,8.82
01/08/2011 12,9.24,0,9.24
01/08/2011 13,8.5,0,8.5
01/08/2011 14,7.11,0,7.11
01/08/2011 15,5.96,0,5.96
01/08/2011 16,8.77,0,8.77
01/08/2011 17,7.13,0,7.13
01/08/2011 18,7.15,0,7.15
01/08/2011 19,7.17,0,7.17
01/08/2011 20,6.19,0,6.19
01/08/2011 21,3.45,0,3.45
01/08/2011 22,2.76,0,2.76
01/08/2011 23,2,0,2
02/08/2011 00,2,0,2
02/08/2011 01,2,0,2
02/08/2011 02,2.72,0,2.72
02/08/2011 03,1.27,0,1.27
02/08/2011 04,2.69,0,2.69
02/08/2011 05,1.29,0,1.29
02/08/2011 06,2.99,0,2.99
02/08/2011 07,4.99,0,4.99
02/08/2011 08,6.33,0,6.33
02/08/2011 09,6.95,0,6.95
02/08/2011 10,7.65,0,7.65
02/08/2011 11,6.68,0,6.68
02/08/2011 12,8.51,0,8.51
02/08/2011 13,8.08,0,8.08
02/08/2011 14,1.13,0,1.13
02/08/2011 15,0,0,0
02/08/2011 16,0,0,0
02/08/2011 17,0,0,0
02/08/2011 18,0,0,0
02/08/2011 19,0,0,0
02/08/2011 20,0,0,0
02/08/2011 21,0,0,0
02/08/2011 22,0,0,0
02/08/2011 23,0,0,0
03/08/2011 00,0,0,0
03/08/2011 01,0,0,0
03/08/2011 02,0,0,0
03/08/2011 03,0,0,0
03/08/2011 04,0,0,0
03/08/2011 05,0,0,0
03/08/2011 06,0,0,0
03/08/2011 07,0,0,0
03/08/2011 08,0,0,0
03/08/2011 09,0,0,0
03/08/2011 10,0,0,0
03/08/2011 11,0,0,0
03/08/2011 12,0,0,0
03/08/2011 13,0,0,0
03/08/2011 14,0,0,0
03/08/2011 15,0,0,0
03/08/2011 16,0,0,0
03/08/2011 17,0,0,0
03/08/2011 18,0,0,0
03/08/2011 19,0,0,0
03/08/2011 20,0,0,0
03/08/2011 21,0,0,0
03/08/2011 22,0,0,0
03/08/2011 23,0,0,0
04/08/2011 00,0,0,0
04/08/2011 01,0,0,0
04/08/2011 02,0,0,0
04/08/2011 03,0,0,0
04/08/2011 04,0,0,0
04/08/2011 05,0,0,0
04/08/2011 06,0,0,0
04/08/2011 07,0,0,0
04/08/2011 08,1.13,0.9,2.03
04/08/2011 09,23.02,9.75,32.77
04/08/2011 10,20.03,0,20.03
04/08/2011 11,3.17,0,3.17
04/08/2011 12,5.65,0,5.65
04/08/2011 13,10.21,2.63,12.84
04/08/2011 14,11.52,2,13.52
04/08/2011 15,8.4,0,8.4
04/08/2011 16,9.12,0,9.12
04/08/2011 17,6.94,0.57,7.51
04/08/2011 18,6.69,3.43,10.12
04/08/2011 19,9.98,0,9.98
04/08/2011 20,4.16,0,4.16
04/08/2011 21,3.73,0,3.73
04/08/2011 22,3.53,3,6.53
04/08/2011 23,2.02,0,2.02
05/08/2011 00,1.46,0,1.46
05/08/2011 01,2.99,0,2.99
05/08/2011 02,1.49,0,1.49
05/08/2011 03,3.46,0,3.46
05/08/2011 04,1.51,0,1.51
05/08/2011 05,2.99,0,2.99
05/08/2011 06,3.87,0,3.87
05/08/2011 07,4.97,0,4.97
05/08/2011 08,6.39,0,6.39
05/08/2011 09,5.96,1.99,7.95
05/08/2011 10,5.86,0.01,5.87
05/08/2011 11,9.28,0,9.28
05/08/2011 12,8.12,2,10.12
05/08/2011 13,8.3,0,8.3
05/08/2011 14,11.23,3,14.23
05/08/2011 15,9.96,2.82,12.78
05/08/2011 16,9.96,0.18,10.14
05/08/2011 17,10.96,3,13.96
05/08/2011 18,9.12,3.65,12.77
05/08/2011 19,9.11,1.25,10.36
05/08/2011 20,8.65,2.09,10.74
05/08/2011 21,3.38,0,3.38
05/08/2011 22,2.71,0,2.71
05/08/2011 23,2.25,0,2.25
06/08/2011 00,2.98,0,2.98
06/08/2011 01,1.98,0,1.98
06/08/2011 02,2.51,0,2.51
06/08/2011 03,1.45,0,1.45
06/08/2011 04,2.55,0,2.55
06/08/2011 05,2,0,2
06/08/2011 06,0,0,0
06/08/2011 07,0,0,0
06/08/2011 08,0,0,0
06/08/2011 09,0,0,0
06/08/2011 10,0,0,0
06/08/2011 11,0,0,0
06/08/2011 12,0,0,0
06/08/2011 13,0,0,0
06/08/2011 14,0,0,0
06/08/2011 15,0,0,0
06/08/2011 16,0,0,0
06/08/2011 17,0,0,0
06/08/2011 18,0,0,0
06/08/2011 19,0,0,0
06/08/2011 20,0,0,0
06/08/2011 21,0,0,0
06/08/2011 22,0,0,0
06/08/2011 23,0,0,0
07/08/2011 00,0,0,0
07/08/2011 01,0,0,0
07/08/2011 02,0,0,0
07/08/2011 03,0,0,0
07/08/2011 04,0,0,0
07/08/2011 05,0,0,0
07/08/2011 06,0,0,0
07/08/2011 07,0,0,0
07/08/2011 08,0,0,0
07/08/2011 09,0,0,0
07/08/2011 10,0,0,0
07/08/2011 11,0,0,0
07/08/2011 12,0,0,0
07/08/2011 13,0,0,0
07/08/2011 14,0,0,0
07/08/2011 15,0,0,0
07/08/2011 16,0,0,0
07/08/2011 17,0,0,0
07/08/2011 18,0,0,0
07/08/2011 19,0,0,0
07/08/2011 20,0,0,0
07/08/2011 21,0,0,0
07/08/2011 22,0,0,0
07/08/2011 23,0,0,0
08/08/2011 00,0,0,0
08/08/2011 01,0,0,0
08/08/2011 02,0,0,0
08/08/2011 03,0,0,0
08/08/2011 04,0,0,0
08/08/2011 05,0,0,0
08/08/2011 06,0,0,0
08/08/2011 07,0,0,0
08/08/2011 08,0,0,0
08/08/2011 09,0,0,0
08/08/2011 10,0,0,0
08/08/2011 11,0,0,0
08/08/2011 12,0,0,0
08/08/2011 13,0,0,0
08/08/2011 14,0,0,0
08/08/2011 15,0,0,0
08/08/2011 16,0,0,0
08/08/2011 17,0,0,0
08/08/2011 18,1.22,0,1.22
08/08/2011 19,9.72,0,9.72
08/08/2011 20,5.2,0,5.2
08/08/2011 21,5.29,0,5.29
08/08/2011 22,2.77,0,2.77
08/08/2011 23,1.2,0,1.2
09/08/2011 00,4.59,0,4.59
09/08/2011 01,0,0,0
09/08/2011 02,0,0,0
09/08/2011 03,0,0,0
09/08/2011 04,0,0,0
09/08/2011 05,0,0,0
09/08/2011 06,0,0,0
09/08/2011 07,0,0,0
09/08/2011 08,0,0,0
09/08/2011 09,0,0,0
09/08/2011 10,0,0,0
09/08/2011 11,0,0,0
09/08/2011 12,0,0,0
09/08/2011 13,13.37,0,13.37
09/08/2011 14,9.24,0,9.24
09/08/2011 15,8.55,0,8.55
09/08/2011 16,7.02,0,7.02
09/08/2011 17,7.96,0,7.96
09/08/2011 18,4.91,0,4.91
09/08/2011 19,4.96,0,4.96
09/08/2011 20,3,0,3
09/08/2011 21,2,0,2
09/08/2011 22,2,0,2
09/08/2011 23,2,0,2
10/08/2011 00,2.02,0,2.02
10/08/2011 01,1.97,0,1.97
10/08/2011 02,2,0,2
10/08/2011 03,2,0,2
10/08/2011 04,2,0,2
10/08/2011 05,0.99,0,0.99
10/08/2011 06,3.07,0,3.07
10/08/2011 07,0,0,0
10/08/2011 08,8.58,0,8.58
10/08/2011 09,6.74,0,6.74
10/08/2011 10,6.98,6.11,13.09
10/08/2011 11,7.08,0,7.08
10/08/2011 12,3.52,0,3.52
10/08/2011 13,6.7,0,6.7
10/08/2011 14,5.82,0,5.82
10/08/2011 15,7.98,0,7.98
10/08/2011 16,6.15,0,6.15
10/08/2011 17,3.98,0,3.98
10/08/2011 18,2.98,0,2.98
10/08/2011 19,2.98,0,2.98
10/08/2011 20,2.4,0,2.4
10/08/2011 21,3.78,0,3.78
10/08/2011 22,3.76,0,3.76
10/08/2011 23,2.99,0,2.99
11/08/2011 00,2.24,0,2.24
11/08/2011 01,2,0,2
11/08/2011 02,0.99,0,0.99
11/08/2011 03,2,0,2
11/08/2011 04,2,0,2
11/08/2011 05,2,0,2
11/08/2011 06,2.99,0,2.99
11/08/2011 07,2.99,0,2.99
11/08/2011 08,5.34,0,5.34
11/08/2011 09,5.98,0,5.98
11/08/2011 10,4.32,0,4.32
11/08/2011 11,5.29,0,5.29
11/08/2011 12,7.32,0,7.32
11/08/2011 13,5.96,0,5.96
11/08/2011 14,7.59,0,7.59
11/08/2011 15,4.97,0,4.97
11/08/2011 16,5.96,0,5.96
11/08/2011 17,6.37,0,6.37
11/08/2011 18,6.55,0,6.55
11/08/2011 19,5.81,0,5.81
11/08/2011 20,4.86,0,4.86
11/08/2011 21,2.55,1.55,4.1
11/08/2011 22,3,0.44,3.44
11/08/2011 23,1.46,0,1.46
12/08/2011 00,3.53,0,3.53
12/08/2011 01,2,0,2
12/08/2011 02,0.99,0,0.99
12/08/2011 03,0.99,0,0.99
12/08/2011 04,2.99,0,2.99
12/08/2011 05,1.48,0,1.48
12/08/2011 06,2.44,0,2.44
12/08/2011 07,2.99,0,2.99
12/08/2011 08,4.06,0,4.06
12/08/2011 09,2.88,0,2.88
12/08/2011 10,3.53,0,3.53
12/08/2011 11,3.55,0,3.55
12/08/2011 12,2.99,0,2.99
12/08/2011 13,6.41,0,6.41
12/08/2011 14,3.98,0,3.98
12/08/2011 15,3.59,0,3.59
12/08/2011 16,3.37,0,3.37
12/08/2011 17,3.61,0,3.61
12/08/2011 18,2.99,0,2.99
12/08/2011 19,3.35,0,3.35
12/08/2011 20,2.98,0,2.98
12/08/2011 21,3.65,0,3.65
12/08/2011 22,2.99,0,2.99
12/08/2011 23,2.63,0,2.63
13/08/2011 00,3.36,0,3.36
13/08/2011 01,1.7,0,1.7
13/08/2011 02,1.29,0,1.29
13/08/2011 03,2.28,0,2.28
13/08/2011 04,2.71,0,2.71
13/08/2011 05,0.99,0,0.99
13/08/2011 06,2.25,0,2.25
13/08/2011 07,3.74,0,3.74
13/08/2011 08,2.23,0,2.23
13/08/2011 09,1.75,0,1.75
13/08/2011 10,1.99,0,1.99
13/08/2011 11,2,0,2
13/08/2011 12,2,0,2
13/08/2011 13,2,0,2
13/08/2011 14,2,0,2
13/08/2011 15,2,0,2
13/08/2011 16,2,0,2
13/08/2011 17,2,0,2
13/08/2011 18,1.84,0,1.84
13/08/2011 19,2.14,0,2.14
13/08/2011 20,2,0,2
13/08/2011 21,2,0,2
13/08/2011 22,2,0,2
13/08/2011 23,0.89,0,0.89
14/08/2011 00,0,2.08,2.08
14/08/2011 01,0.91,0,0.91
14/08/2011 02,0.07,0,0.07
14/08/2011 03,0.99,0,0.99
14/08/2011 04,2.94,0,2.94
14/08/2011 05,0,0,0
14/08/2011 06,2.03,0,2.03
14/08/2011 07,0.97,0,0.97
14/08/2011 08,2.02,0,2.02
14/08/2011 09,0.99,0,0.99
14/08/2011 10,0,0,0
14/08/2011 11,2,0,2
14/08/2011 12,1,0,1
14/08/2011 13,1.97,0,1.97
14/08/2011 14,1.04,0,1.04
14/08/2011 15,0,0,0
14/08/2011 16,0.94,0,0.94
14/08/2011 17,1.92,0,1.92
14/08/2011 18,0.14,0,0.14
14/08/2011 19,1,0,1
14/08/2011 20,1.81,0,1.81
14/08/2011 21,1.08,0,1.08
14/08/2011 22,0.11,0,0.11
14/08/2011 23,2.75,0,2.75
15/08/2011 00,1.12,0,1.12
15/08/2011 01,0.13,0,0.13
15/08/2011 02,0.85,0,0.85
15/08/2011 03,1.83,0,1.83
15/08/2011 04,1.33,0,1.33
15/08/2011 05,0,0,0
15/08/2011 06,2,0,2
15/08/2011 07,2,0,2
15/08/2011 08,4.16,2.79,6.95
15/08/2011 09,7.97,0.21,8.18
15/08/2011 10,8.96,7.32,16.28
15/08/2011 11,6.2,6.98,13.18
15/08/2011 12,6.22,5.47,11.69
15/08/2011 13,6.73,4.99,11.72
15/08/2011 14,5.24,4.99,10.23
15/08/2011 15,7.44,4.72,12.16
15/08/2011 16,6.24,4.26,10.5
15/08/2011 17,6.26,5.42,11.68
15/08/2011 18,5.28,3.88,9.16
15/08/2011 19,6.37,6.76,13.13
15/08/2011 20,3.61,1.92,5.53
15/08/2011 21,2.99,5.67,8.66
15/08/2011 22,2.99,3.66,6.65
15/08/2011 23,2,3.66,5.66
16/08/2011 00,1.35,3.99,5.34
16/08/2011 01,1.64,2.27,3.91
16/08/2011 02,2,4.98,6.98
16/08/2011 03,2.99,2.35,5.34
16/08/2011 04,0.99,2.77,3.76
16/08/2011 05,2,3.6,5.6
16/08/2011 06,4,0,4
16/08/2011 07,5.98,0,5.98
16/08/2011 08,4.14,3.98,8.12
16/08/2011 09,5.55,6.11,11.66
16/08/2011 10,5.53,6.96,12.49
16/08/2011 11,5.97,4.97,10.94
16/08/2011 12,1.83,3.82,5.65
16/08/2011 13,2.53,0,2.53
16/08/2011 14,2.48,0,2.48
16/08/2011 15,3.01,0,3.01
16/08/2011 16,4.98,0,4.98
16/08/2011 17,7.46,0.5,7.96
16/08/2011 18,8.49,4.44,12.93
16/08/2011 19,6.5,5.98,12.48
16/08/2011 20,2.44,4.44,6.88
16/08/2011 21,4.07,4.16,8.23
16/08/2011 22,2.44,5.33,7.77
16/08/2011 23,2.55,2.1,4.65
17/08/2011 00,0.99,2.56,3.55
17/08/2011 01,2.99,5,7.99
17/08/2011 02,2,3,5
17/08/2011 03,1.6,2.19,3.79
17/08/2011 04,1.77,2.97,4.74
17/08/2011 05,2.61,4.35,6.96
17/08/2011 06,2.73,4.33,7.06
17/08/2011 07,1.9,3.52,5.42
17/08/2011 08,0.64,0,0.64
17/08/2011 09,0,0,0
17/08/2011 10,0,0,0
17/08/2011 11,0,0,0
17/08/2011 12,0,0,0
17/08/2011 13,0,0,0
17/08/2011 14,0,0,0
17/08/2011 15,0,0,0
17/08/2011 16,0,0,0
17/08/2011 17,0,0,0
17/08/2011 18,0,0,0
17/08/2011 19,0,0,0
17/08/2011 20,0,0,0
17/08/2011 21,0,0,0
17/08/2011 22,0,0,0
17/08/2011 23,0,0,0
18/08/2011 00,0,0,0
18/08/2011 01,0,0,0
18/08/2011 02,0,0,0
18/08/2011 03,0,0,0
18/08/2011 04,6.16,7.52,13.68
18/08/2011 05,8.15,1.49,9.64
18/08/2011 06,2.84,0.7,3.54
18/08/2011 07,4.68,2.75,7.43
18/08/2011 08,9.67,1.55,11.22
18/08/2011 09,4.62,3,7.62
18/08/2011 10,4.21,2.2,6.41
18/08/2011 11,4.87,1.18,6.05
18/08/2011 12,3.16,1.63,4.79
18/08/2011 13,5.89,3,8.89
18/08/2011 14,10.26,0,10.26
18/08/2011 15,9.8,0.57,10.37
18/08/2011 16,8.9,3.83,12.73
18/08/2011 17,7.92,3.6,11.52
18/08/2011 18,5.98,3.11,9.09
18/08/2011 19,5.98,1.3,7.28
18/08/2011 20,5.92,3.59,9.51
18/08/2011 21,2,2,4
18/08/2011 22,2,0.07,2.07
18/08/2011 23,2.99,0.93,3.92
19/08/2011 00,1,0.05,1.05
19/08/2011 01,2,2.95,4.95
19/08/2011 02,2.03,0,2.03
19/08/2011 03,2.96,0,2.96
19/08/2011 04,0.99,3,3.99
19/08/2011 05,3.92,0,3.92
19/08/2011 06,2.06,1.98,4.04
19/08/2011 07,2.91,0.02,2.93
19/08/2011 08,6.99,3,9.99
19/08/2011 09,3.08,2,5.08
19/08/2011 10,4.88,0.95,5.83
19/08/2011 11,5.86,3.05,8.91
19/08/2011 12,4.55,4,8.55
19/08/2011 13,5.4,1.83,7.23
19/08/2011 14,6.14,1.08,7.22
19/08/2011 15,7.14,1.09,8.23
19/08/2011 16,6.24,3,9.24
19/08/2011 17,6.22,2.62,8.84
19/08/2011 18,4.14,0.38,4.52
19/08/2011 19,4.18,3,7.18
19/08/2011 20,3.98,2.53,6.51
19/08/2011 21,2.76,0.47,3.23
19/08/2011 22,2.19,0,2.19
19/08/2011 23,2.22,0,2.22
20/08/2011 00,1.24,2.41,3.65
20/08/2011 01,1.75,0.59,2.34
20/08/2011 02,2,1.57,3.57
20/08/2011 03,2.26,0.43,2.69
20/08/2011 04,1.45,0,1.45
20/08/2011 05,1.98,0,1.98
20/08/2011 06,2.98,0.74,3.72
20/08/2011 07,2.29,1.26,3.55
20/08/2011 08,2,1.44,3.44
20/08/2011 09,2.32,0.56,2.88
20/08/2011 10,1.67,0,1.67
20/08/2011 11,0.99,0.69,1.68
20/08/2011 12,2.64,1.31,3.95
20/08/2011 13,1.71,2,3.71
20/08/2011 14,2,1.31,3.31
20/08/2011 15,2,1.34,3.34
20/08/2011 16,2.61,0.35,2.96
20/08/2011 17,1.99,0.63,2.62
20/08/2011 18,2,1.37,3.37
20/08/2011 19,2,1,3
20/08/2011 20,1.42,0.3,1.72
20/08/2011 21,2.56,0.7,3.26
20/08/2011 22,1.54,0.58,2.12
20/08/2011 23,1.44,1.43,2.87
21/08/2011 00,2.53,4.62,7.15
21/08/2011 01,1.45,2.39,3.84
21/08/2011 02,2.47,3,5.47
21/08/2011 03,1.52,3.51,5.03
21/08/2011 04,1.49,1.99,3.48
21/08/2011 05,2.99,2.98,5.97
21/08/2011 06,3.01,2.49,5.5
21/08/2011 07,1.48,2.03,3.51
21/08/2011 08,2.99,3.46,6.45
21/08/2011 09,2,3.54,5.54
21/08/2011 10,0.99,2.44,3.43
21/08/2011 11,1.56,2.56,4.12
21/08/2011 12,3,3,6
21/08/2011 13,1.42,2.84,4.26
21/08/2011 14,1.81,2.39,4.2
21/08/2011 15,3.18,3.87,7.05
21/08/2011 16,2,2.07,4.07
21/08/2011 17,2,1.83,3.83
21/08/2011 18,2,3,5
21/08/2011 19,2,4,6
21/08/2011 20,2,2,4
21/08/2011 21,2.64,3,5.64
21/08/2011 22,1.33,2.67,4
21/08/2011 23,2,2.31,4.31
22/08/2011 00,2,2.97,4.97
22/08/2011 01,2.68,2.97,5.65
22/08/2011 02,1.29,2.53,3.82
22/08/2011 03,1.99,2.55,4.54
22/08/2011 04,1.99,3,4.99
22/08/2011 05,2.26,3.27,5.53
22/08/2011 06,2.98,3.25,6.23
22/08/2011 07,3.48,2.74,6.22
22/08/2011 08,6.72,5.34,12.06
22/08/2011 09,5.98,5.1,11.08
22/08/2011 10,7.42,4.63,12.05
22/08/2011 11,6.67,6.25,12.92
22/08/2011 12,7.3,5.3,12.6
22/08/2011 13,5.89,2.71,8.6
22/08/2011 14,9.77,5.97,15.74
22/08/2011 15,8.36,4.79,13.15
22/08/2011 16,8.24,3.81,12.05
22/08/2011 17,6.15,5.16,11.31
22/08/2011 18,5.67,1.68,7.35
22/08/2011 19,6.27,0,6.27
22/08/2011 20,4.27,0,4.27
22/08/2011 21,2.43,0,2.43
22/08/2011 22,2.99,0,2.99
22/08/2011 23,1.89,0,1.89
23/08/2011 00,1,0,1
23/08/2011 01,2,0,2
23/08/2011 02,1.61,0,1.61
23/08/2011 03,2.39,0,2.39
23/08/2011 04,1.05,0,1.05
23/08/2011 05,2.09,0,2.09
23/08/2011 06,2.89,0,2.89
23/08/2011 07,4.06,0.06,4.12
23/08/2011 08,4.95,13.91,18.86
23/08/2011 09,3.98,6.05,10.03
23/08/2011 10,4.98,4.98,9.96
23/08/2011 11,5.98,4.98,10.96
23/08/2011 12,3.98,3.97,7.95
23/08/2011 13,5,6.97,11.97
23/08/2011 14,5.95,3.97,9.92
23/08/2011 15,5.98,4.01,9.99
23/08/2011 16,6.97,4.09,11.06
23/08/2011 17,6.92,6.81,13.73
23/08/2011 18,4.18,2.12,6.3
23/08/2011 19,10.75,7.83,18.58
23/08/2011 20,7.05,5.98,13.03
23/08/2011 21,3.97,5.07,9.04
23/08/2011 22,2.19,4.09,6.28
23/08/2011 23,2.99,3.87,6.86
24/08/2011 00,2.99,3.23,6.22
24/08/2011 01,2.86,4.73,7.59
24/08/2011 02,2.13,2.98,5.11
24/08/2011 03,2.84,4.13,6.97
24/08/2011 04,3.14,3.67,6.81
24/08/2011 05,2.99,3.31,6.3
24/08/2011 06,4.8,4.62,9.42
24/08/2011 07,3.17,3.36,6.53
24/08/2011 08,4.59,3.99,8.58
24/08/2011 09,5.18,5.78,10.96
24/08/2011 10,5.98,5.77,11.75
24/08/2011 11,4.75,4.2,8.95
24/08/2011 12,7.73,5.75,13.48
24/08/2011 13,5.39,4.22,9.61
24/08/2011 14,6.48,3.98,10.46
24/08/2011 15,7.03,4.72,11.75
24/08/2011 16,7.23,4.52,11.75
24/08/2011 17,4.97,5.43,10.4
24/08/2011 18,4.56,2.56,7.12
24/08/2011 19,3.69,3.99,7.68
24/08/2011 20,4.98,6.37,11.35
24/08/2011 21,3.3,2.97,6.27
24/08/2011 22,2,3.63,5.63
24/08/2011 23,0.99,2.32,3.31
25/08/2011 00,2.99,3.97,6.96
25/08/2011 01,2,2.97,4.97
25/08/2011 02,1.36,2.34,3.7
25/08/2011 03,1.63,1.73,3.36
25/08/2011 04,1.99,3,4.99
25/08/2011 05,3,3.61,6.61
25/08/2011 06,2.99,4.59,7.58
25/08/2011 07,4.17,2.8,6.97
25/08/2011 08,4.82,6.17,10.99
25/08/2011 09,4.56,5.12,9.68
25/08/2011 10,3.98,4.28,8.26
25/08/2011 11,5.08,5.65,10.73
25/08/2011 12,4.88,5.65,10.53
25/08/2011 13,5.52,4.74,10.26
25/08/2011 14,5.97,5.97,11.94
25/08/2011 15,4.98,3.49,8.47
25/08/2011 16,4.47,4.45,8.92
25/08/2011 17,4.97,4.48,9.45
25/08/2011 18,5.48,4.48,9.96
25/08/2011 19,4.98,3.98,8.96
25/08/2011 20,3.5,4.5,8
25/08/2011 21,3.52,4.52,8.04
25/08/2011 22,0.99,2.45,3.44
25/08/2011 23,2,2.42,4.42
26/08/2011 00,2,2.98,4.98
26/08/2011 01,2.42,2.97,5.39
26/08/2011 02,1.56,2.97,4.53
26/08/2011 03,2.58,3.97,6.55
26/08/2011 04,2.4,3.97,6.37
26/08/2011 05,1.99,2.98,4.97
26/08/2011 06,2.37,2.97,5.34
26/08/2011 07,4.24,5.87,10.11
26/08/2011 08,3.72,4.36,8.08
26/08/2011 09,3.98,4.69,8.67
26/08/2011 10,4.32,6.32,10.64
26/08/2011 11,4.64,6.64,11.28
26/08/2011 12,4.66,5.98,10.64
26/08/2011 13,3.61,5.28,8.89
26/08/2011 14,4.67,6.66,11.33
26/08/2011 15,3.69,4.97,8.66
26/08/2011 16,4.27,6.97,11.24
26/08/2011 17,2.25,3.25,5.5
26/08/2011 18,3.71,5.96,9.67
26/08/2011 19,3.98,6.71,10.69
26/08/2011 20,3.73,6.97,10.7
26/08/2011 21,2.75,3.73,6.48
26/08/2011 22,1.23,2.99,4.22
26/08/2011 23,2,3.54,5.54
27/08/2011 00,2,3,5
27/08/2011 01,1.98,4,5.98
27/08/2011 02,2,3.19,5.19
27/08/2011 03,0.99,2.99,3.98
27/08/2011 04,2,1.34,3.34
27/08/2011 05,2.99,3.97,6.96
27/08/2011 06,3,3.82,6.82
27/08/2011 07,2,3.13,5.13
27/08/2011 08,1.86,2.83,4.69
27/08/2011 09,1.13,3.86,4.99
27/08/2011 10,1.98,3.87,5.85
27/08/2011 11,1.99,4,5.99
27/08/2011 12,2.99,3.2,6.19
27/08/2011 13,1.98,3.8,5.78
27/08/2011 14,0.91,2.16,3.07
27/08/2011 15,2.07,3.05,5.12
27/08/2011 16,1.99,2.97,4.96
27/08/2011 17,2.93,4.91,7.84
27/08/2011 18,1.05,1.94,2.99
27/08/2011 19,2,4.95,6.95
27/08/2011 20,2,3.02,5.02
27/08/2011 21,2,2.99,4.99
27/08/2011 22,2,3.99,5.99
27/08/2011 23,1.83,0.99,2.82
28/08/2011 00,1.99,0.99,2.98
28/08/2011 01,2,0.01,2.01
28/08/2011 02,1.99,0,1.99
28/08/2011 03,2,0,2
28/08/2011 04,1.77,1,2.77
28/08/2011 05,1.99,0,1.99
28/08/2011 06,3.21,0,3.21
28/08/2011 07,1.99,0,1.99
28/08/2011 08,0.99,0,0.99
28/08/2011 09,1.98,0,1.98
28/08/2011 10,2.57,0,2.57
28/08/2011 11,1.7,0,1.7
28/08/2011 12,1.7,0,1.7
28/08/2011 13,1.99,0,1.99
28/08/2011 14,2.31,0,2.31
28/08/2011 15,1.68,0.85,2.53
28/08/2011 16,1.32,0.15,1.47
28/08/2011 17,2.31,1,3.31
28/08/2011 18,1.98,0,1.98
28/08/2011 19,1.97,0,1.97
28/08/2011 20,1.36,0,1.36
28/08/2011 21,1.98,0,1.98
28/08/2011 22,2,0,2
28/08/2011 23,0.99,0,0.99
29/08/2011 00,1.98,0,1.98
29/08/2011 01,2.57,0,2.57
29/08/2011 02,1.98,0,1.98
29/08/2011 03,1.43,0,1.43
29/08/2011 04,1.98,0,1.98
29/08/2011 05,1.52,0,1.52
29/08/2011 06,3.46,0,3.46
29/08/2011 07,1.99,0,1.99
29/08/2011 08,2.99,0,2.99
29/08/2011 09,1.5,0,1.5
29/08/2011 10,2.48,1,3.48
29/08/2011 11,1.98,1,2.98
29/08/2011 12,2.99,1,3.99
29/08/2011 13,2.99,0,2.99
29/08/2011 14,1.98,0.64,2.62
29/08/2011 15,2.99,0.36,3.35
29/08/2011 16,1.99,2,3.99
29/08/2011 17,2,1,3
29/08/2011 18,2.99,0.6,3.59
29/08/2011 19,2.99,1.59,4.58
29/08/2011 20,1.99,1.98,3.97
29/08/2011 21,1.98,0.83,2.81
29/08/2011 22,1.34,0,1.34
29/08/2011 23,1.98,0,1.98
30/08/2011 00,1.98,0,1.98
30/08/2011 01,2.33,0,2.33
30/08/2011 02,1.31,0,1.31
30/08/2011 03,1.99,0,1.99
30/08/2011 04,2.69,0,2.69
30/08/2011 05,1.57,0,1.57
30/08/2011 06,2.98,1.5,4.48
30/08/2011 07,2.98,0.51,3.49
30/08/2011 08,2.98,0,2.98
30/08/2011 09,2.74,1,3.74
30/08/2011 10,2.6,1,3.6
30/08/2011 11,3.6,0,3.6
30/08/2011 12,1.76,0,1.76
30/08/2011 13,3.19,0,3.19
30/08/2011 14,4.57,0.71,5.28
30/08/2011 15,2.48,0.29,2.77
30/08/2011 16,4.89,0.4,5.29
30/08/2011 17,2.81,0.6,3.41
30/08/2011 18,1.98,0,1.98
30/08/2011 19,2.13,2,4.13
30/08/2011 20,1.98,0,1.98
30/08/2011 21,1.98,0,1.98
30/08/2011 22,1.98,0,1.98
30/08/2011 23,1.88,0,1.88
31/08/2011 00,2,0,2
31/08/2011 01,1.98,0,1.98
31/08/2011 02,1.13,0,1.13
31/08/2011 03,2.91,0,2.91
31/08/2011 04,1.93,0,1.93
31/08/2011 05,1.1,0,1.1
31/08/2011 06,3.88,0,3.88
31/08/2011 07,2.05,1.04,3.09
31/08/2011 08,5.44,2.96,8.4
31/08/2011 09,4.49,4,8.49
31/08/2011 10,3.96,0,3.96
31/08/2011 11,2,0,2
31/08/2011 12,5.91,1,6.91
31/08/2011 13,2.09,0,2.09
31/08/2011 14,2.99,0,2.99
31/08/2011 15,3.06,0,3.06
31/08/2011 16,3.92,2,5.92
31/08/2011 17,3.07,0,3.07
31/08/2011 18,2.85,0,2.85
31/08/2011 19,2.14,0,2.14
31/08/2011 20,3.89,0,3.89
31/08/2011 21,1.99,0,1.99
31/08/2011 22,0.99,0,0.99
31/08/2011 23,1.84,0,1.84
01/09/2011 00,1.29,0,1.29
01/09/2011 01,3,0,3
01/09/2011 02,0.82,0,0.82
01/09/2011 03,2.62,0,2.62
01/09/2011 04,1.36,0,1.36
01/09/2011 05,1.78,0,1.78
01/09/2011 06,3.2,0,3.2
01/09/2011 07,2.22,0,2.22
01/09/2011 08,3.76,0,3.76
01/09/2011 09,2.75,1,3.75
01/09/2011 10,2.97,1,3.97
01/09/2011 11,3.98,0,3.98
01/09/2011 12,4.7,0,4.7
