Date and time,Cooling,Heating,Total
01/09/2011 13,4.97,0,4.97
01/09/2011 14,5.27,0,5.27
01/09/2011 15,3.29,0,3.29
01/09/2011 16,4.66,1,5.66
01/09/2011 17,2.98,0,2.98
01/09/2011 18,4.81,0,4.81
01/09/2011 19,4.15,0,4.15
01/09/2011 20,2.98,0,2.98
01/09/2011 21,2.98,0,2.98
01/09/2011 22,0.75,0,0.75
01/09/2011 23,2.21,0,2.21
02/09/2011 00,2.38,0,2.38
02/09/2011 01,1.99,0,1.99
02/09/2011 02,1.99,0,1.99
02/09/2011 03,1.43,0,1.43
02/09/2011 04,1.55,0,1.55
02/09/2011 05,2.54,0,2.54
02/09/2011 06,3.44,0,3.44
02/09/2011 07,2.52,1,3.52
02/09/2011 08,2.46,0,2.46
02/09/2011 09,2.99,0,2.99
02/09/2011 10,3.48,0.79,4.27
02/09/2011 11,4.95,0.21,5.16
02/09/2011 12,6.01,0,6.01
02/09/2011 13,3.44,0,3.44
02/09/2011 14,5.97,0,5.97
02/09/2011 15,5.97,0,5.97
02/09/2011 16,4.54,0.87,5.41
02/09/2011 17,3.98,0.13,4.11
02/09/2011 18,4.57,0,4.57
02/09/2011 19,4.79,0,4.79
02/09/2011 20,4.19,0,4.19
02/09/2011 21,1.99,0,1.99
02/09/2011 22,2.99,0,2.99
02/09/2011 23,1.99,0,1.99
03/09/2011 00,1.34,0,1.34
03/09/2011 01,1.98,0,1.98
03/09/2011 02,1.98,1,2.98
03/09/2011 03,2.66,0,2.66
03/09/2011 04,0.99,0,0.99
03/09/2011 05,3.29,0,3.29
03/09/2011 06,2.98,0,2.98
03/09/2011 07,1.7,0,1.7
03/09/2011 08,2,0,2
03/09/2011 09,2.25,0,2.25
03/09/2011 10,1.97,0,1.97
03/09/2011 11,1.75,0,1.75
03/09/2011 12,1.99,0,1.99
03/09/2011 13,2.09,0,2.09
03/09/2011 14,2.88,0,2.88
03/09/2011 15,1.79,0,1.79
03/09/2011 16,1.18,0,1.18
03/09/2011 17,1.99,0,1.99
03/09/2011 18,2.15,0,2.15
03/09/2011 19,2.67,0,2.67
03/09/2011 20,1.14,0,1.14
03/09/2011 21,2.86,0,2.86
03/09/2011 22,2.13,0,2.13
03/09/2011 23,1.99,0,1.99
04/09/2011 00,2.44,3.88,6.32
04/09/2011 01,2,2.1,4.1
04/09/2011 02,2.57,2.99,5.56
04/09/2011 03,1.42,2.07,3.49
04/09/2011 04,2,2.85,4.85
04/09/2011 05,2,1.16,3.16
04/09/2011 06,3.37,2.92,6.29
04/09/2011 07,2.23,2.98,5.21
04/09/2011 08,2.36,1.96,4.32
04/09/2011 09,1.98,2.98,4.96
04/09/2011 10,1.82,3,4.82
04/09/2011 11,1.51,2.97,4.48
04/09/2011 12,1.98,0.03,2.01
04/09/2011 13,2.67,3,5.67
04/09/2011 14,1.68,3,4.68
04/09/2011 15,2.3,3,5.3
04/09/2011 16,2,2.88,4.88
04/09/2011 17,1.98,2.05,4.03
04/09/2011 18,1.27,3.74,5.01
04/09/2011 19,2.98,0.33,3.31
04/09/2011 20,2.47,2.9,5.37
04/09/2011 21,1.24,3.1,4.34
04/09/2011 22,2.99,2,4.99
04/09/2011 23,2,3.47,5.47
05/09/2011 00,2,2.24,4.24
05/09/2011 01,0.99,2.83,3.82
05/09/2011 02,2.2,2.13,4.33
05/09/2011 03,2.79,1.16,3.95
05/09/2011 04,1.99,2.99,4.98
05/09/2011 05,1.34,3.4,4.74
05/09/2011 06,2.81,3.17,5.98
05/09/2011 07,3.13,2.18,5.31
05/09/2011 08,3.28,3.76,7.04
05/09/2011 09,5.54,3.19,8.73
05/09/2011 10,2.94,2.74,5.68
05/09/2011 11,3.32,3.49,6.81
05/09/2011 12,2.7,3.72,6.42
05/09/2011 13,3.98,2.53,6.51
05/09/2011 14,3.98,3.85,7.83
05/09/2011 15,3.99,2.15,6.14
05/09/2011 16,4.97,3.69,8.66
05/09/2011 17,2.04,3.35,5.39
05/09/2011 18,3.97,1.62,5.59
05/09/2011 19,3.93,3.65,7.58
05/09/2011 20,3.95,3.63,7.58
05/09/2011 21,2,2.33,4.33
05/09/2011 22,1.99,2.61,4.6
05/09/2011 23,1.99,2.35,4.34
06/09/2011 00,2,2.98,4.98
06/09/2011 01,1.99,1.98,3.97
06/09/2011 02,2,1.39,3.39
06/09/2011 03,1.99,3.57,5.56
06/09/2011 04,2,2.55,4.55
06/09/2011 05,2,2.41,4.41
06/09/2011 06,2.99,2.43,5.42
06/09/2011 07,3.79,3.45,7.24
06/09/2011 08,3.12,2.58,5.7
06/09/2011 09,4.81,4.45,9.26
06/09/2011 10,4.15,3.49,7.64
06/09/2011 11,2.09,2.97,5.06
06/09/2011 12,3.88,4,7.88
06/09/2011 13,4.86,3.99,8.85
06/09/2011 14,4.39,2.45,6.84
06/09/2011 15,4.64,3.98,8.62
06/09/2011 16,4.19,2.98,7.17
06/09/2011 17,4.51,4.11,8.62
06/09/2011 18,3.29,3,6.29
06/09/2011 19,2.99,4,6.99
06/09/2011 20,2.98,3.4,6.38
06/09/2011 21,2.19,1.99,4.18
06/09/2011 22,2.99,1.99,4.98
06/09/2011 23,1.99,2.36,4.35
07/09/2011 00,2,2.34,4.34
07/09/2011 01,1.99,2.62,4.61
07/09/2011 02,1.74,2.63,4.37
07/09/2011 03,1.24,2.32,3.56
07/09/2011 04,1.99,2.98,4.97
07/09/2011 05,2,1.66,3.66
07/09/2011 06,3.99,3.29,7.28
07/09/2011 07,2.71,2.27,4.98
07/09/2011 08,2.98,4.41,7.39
07/09/2011 09,3.29,1.41,4.7
07/09/2011 10,2.99,3.67,6.66
07/09/2011 11,5.65,0,5.65
07/09/2011 12,2.98,0.65,3.63
07/09/2011 13,3.32,0,3.32
07/09/2011 14,3.99,0,3.99
07/09/2011 15,4.27,0,4.27
07/09/2011 16,3.98,0.36,4.34
07/09/2011 17,2.9,0,2.9
07/09/2011 18,3.06,0,3.06
07/09/2011 19,4.58,0,4.58
07/09/2011 20,2.8,5.4,8.2
07/09/2011 21,2,5,7
07/09/2011 22,2.58,1.57,4.15
07/09/2011 23,1.43,1.43,2.86
08/09/2011 00,2,3,5
08/09/2011 01,2.54,1.55,4.09
08/09/2011 02,1.46,1.99,3.45
08/09/2011 03,2,1.47,3.47
08/09/2011 04,1.52,2,3.52
08/09/2011 05,2,1.51,3.51
08/09/2011 06,3.99,4.49,8.48
08/09/2011 07,1.48,1.47,2.95
08/09/2011 08,2.5,1.53,4.03
08/09/2011 09,5.93,0,5.93
08/09/2011 10,2.47,6.04,8.51
08/09/2011 11,3.44,2.9,6.34
08/09/2011 12,2.98,3.64,6.62
08/09/2011 13,2.55,0,2.55
08/09/2011 14,2.85,0.85,3.7
08/09/2011 15,4.29,0,4.29
08/09/2011 16,7.43,0,7.43
08/09/2011 17,3.58,6.96,10.54
08/09/2011 18,2.99,0,2.99
08/09/2011 19,3.99,0,3.99
08/09/2011 20,2.99,0,2.99
08/09/2011 21,2.81,0,2.81
08/09/2011 22,2.61,5.68,8.29
08/09/2011 23,3.31,5.92,9.23
09/09/2011 00,1.32,1.31,2.63
09/09/2011 01,2,1.65,3.65
09/09/2011 02,2,1.35,3.35
09/09/2011 03,0.99,1.61,2.6
09/09/2011 04,2.29,2.69,4.98
09/09/2011 05,1.99,1.28,3.27
09/09/2011 06,2.98,2.98,5.96
09/09/2011 07,3.25,1.99,5.24
09/09/2011 08,3.46,2.73,6.19
09/09/2011 09,2,0.74,2.74
09/09/2011 10,3.23,0,3.23
09/09/2011 11,6.98,0,6.98
09/09/2011 12,2.22,1.77,3.99
09/09/2011 13,4.2,0,4.2
09/09/2011 14,4.38,0,4.38
09/09/2011 15,5.37,0,5.37
09/09/2011 16,3.79,0,3.79
09/09/2011 17,6.35,0,6.35
09/09/2011 18,2.82,1.83,4.65
09/09/2011 19,3.15,0,3.15
09/09/2011 20,3.98,0,3.98
09/09/2011 21,3.06,0,3.06
09/09/2011 22,4.78,0,4.78
09/09/2011 23,1.25,5.24,6.49
10/09/2011 00,3.76,3.75,7.51
10/09/2011 01,2.11,2,4.11
10/09/2011 02,0.99,0.99,1.98
10/09/2011 03,1.99,2.08,4.07
10/09/2011 04,2.92,2.83,5.75
10/09/2011 05,1,2,3
10/09/2011 06,2.05,2,4.05
10/09/2011 07,3.04,2,5.04
10/09/2011 08,2.95,2,4.95
10/09/2011 09,2,1.06,3.06
10/09/2011 10,1.01,1.98,2.99
10/09/2011 11,1.98,1.98,3.96
10/09/2011 12,2.98,1.98,4.96
10/09/2011 13,2,2.99,4.99
10/09/2011 14,2,0.99,2.99
10/09/2011 15,1.02,2,3.02
10/09/2011 16,2.97,2,4.97
10/09/2011 17,2.99,2.04,5.03
10/09/2011 18,0.99,1.89,2.88
10/09/2011 19,2.93,2.92,5.85
10/09/2011 20,0.31,0,0.31
10/09/2011 21,1,0,1
10/09/2011 22,0,0,0
10/09/2011 23,0,0,0
11/09/2011 00,0,0,0
11/09/2011 01,0,0,0
11/09/2011 02,0,0,0
11/09/2011 03,0,0,0
11/09/2011 04,0,0,0
11/09/2011 05,0,0,0
11/09/2011 06,0,0,0
11/09/2011 07,0,0,0
11/09/2011 08,0,0,0
11/09/2011 09,0,0,0
11/09/2011 10,0,0,0
11/09/2011 11,0,0,0
11/09/2011 12,0,0,0
11/09/2011 13,0,0,0
11/09/2011 14,0,0,0
11/09/2011 15,0,0,0
11/09/2011 16,0,0,0
11/09/2011 17,0,0,0
11/09/2011 18,0,0,0
11/09/2011 19,0,0,0
11/09/2011 20,0,0,0
11/09/2011 21,0,0,0
11/09/2011 22,0,0,0
11/09/2011 23,0,0,0
12/09/2011 00,0,0,0
12/09/2011 01,0,0,0
12/09/2011 02,0,0,0
12/09/2011 03,0,0,0
12/09/2011 04,0,0,0
12/09/2011 05,0,0,0
12/09/2011 06,0,0,0
12/09/2011 07,0.23,0,0.23
12/09/2011 08,13.96,1,14.96
12/09/2011 09,9.74,3.04,12.78
12/09/2011 10,5.96,1.02,6.98
12/09/2011 11,10.52,1.97,12.49
12/09/2011 12,7.83,2.97,10.8
12/09/2011 13,9.52,0.99,10.51
12/09/2011 14,9.04,2.01,11.05
12/09/2011 15,7.88,2,9.88
12/09/2011 16,9.96,2.93,12.89
12/09/2011 17,5.44,1.03,6.47
12/09/2011 18,4.97,2.04,7.01
12/09/2011 19,5.47,2,7.47
12/09/2011 20,5.49,0,5.49
12/09/2011 21,2.51,1,3.51
12/09/2011 22,1.53,2.71,4.24
12/09/2011 23,3,0.29,3.29
13/09/2011 00,1,0,1
13/09/2011 01,1.44,0,1.44
13/09/2011 02,2.43,2,4.43
13/09/2011 03,1.98,0.85,2.83
13/09/2011 04,1.57,0.15,1.72
13/09/2011 05,2.8,1.67,4.47
13/09/2011 06,3.58,1.15,4.73
13/09/2011 07,3.98,0.18,4.16
13/09/2011 08,5.36,2.8,8.16
13/09/2011 09,6.61,0.93,7.54
13/09/2011 10,7.69,1.63,9.32
13/09/2011 11,8.31,2.65,10.96
13/09/2011 12,7.29,0.68,7.97
13/09/2011 13,8.95,2.98,11.93
13/09/2011 14,8.3,1.66,9.96
13/09/2011 15,7.65,0.99,8.64
13/09/2011 16,5.98,1.69,7.67
13/09/2011 17,5.83,1.3,7.13
13/09/2011 18,4.55,1.71,6.26
13/09/2011 19,4.26,2,6.26
13/09/2011 20,3.72,2.27,5.99
13/09/2011 21,1.99,0.74,2.73
13/09/2011 22,1.99,1.25,3.24
13/09/2011 23,1.99,0.75,2.74
14/09/2011 00,1.99,2,3.99
14/09/2011 01,2,0,2
14/09/2011 02,1.39,0,1.39
14/09/2011 03,1.59,1.79,3.38
14/09/2011 04,2.8,1.2,4
14/09/2011 05,2.36,1,3.36
14/09/2011 06,3.81,4,7.81
14/09/2011 07,2.48,0.49,2.97
14/09/2011 08,5.65,2.51,8.16
14/09/2011 09,4.05,1.07,5.12
14/09/2011 10,5.18,1.34,6.52
14/09/2011 11,5.84,2.59,8.43
14/09/2011 12,7.03,3.06,10.09
14/09/2011 13,6.8,0.94,7.74
14/09/2011 14,5.18,0.3,5.48
14/09/2011 15,7.87,2.79,10.66
14/09/2011 16,5.98,3.91,9.89
14/09/2011 17,6.9,2.07,8.97
14/09/2011 18,4.98,1.11,6.09
14/09/2011 19,3.99,2.93,6.92
14/09/2011 20,3.93,2.89,6.82
14/09/2011 21,1.99,2.04,4.03
14/09/2011 22,2.97,0.99,3.96
14/09/2011 23,2,0.98,2.98
15/09/2011 00,1.01,1.01,2.02
15/09/2011 01,2,0.99,2.99
15/09/2011 02,2,0.99,2.99
15/09/2011 03,2,0.01,2.01
15/09/2011 04,2,1,3
15/09/2011 05,2,0.96,2.96
15/09/2011 06,3.94,2.04,5.98
15/09/2011 07,3.92,2.31,6.23
15/09/2011 08,3.97,0.68,4.65
15/09/2011 09,3.97,2.93,6.9
15/09/2011 10,4.05,2.07,6.12
15/09/2011 11,5.9,1.91,7.81
15/09/2011 12,4.08,1.89,5.97
15/09/2011 13,4.98,1.21,6.19
15/09/2011 14,4.86,2,6.86
15/09/2011 15,5.24,0.87,6.11
15/09/2011 16,8.43,2.71,11.14
15/09/2011 17,4.11,0.42,4.53
15/09/2011 18,5.29,3,8.29
15/09/2011 19,4.15,1.66,5.81
15/09/2011 20,3.99,1.98,5.97
15/09/2011 21,2,1.35,3.35
15/09/2011 22,2.8,1.61,4.41
15/09/2011 23,1.18,0.39,1.57
16/09/2011 00,1.21,1.57,2.78
16/09/2011 01,2,1.98,3.98
16/09/2011 02,3,0.45,3.45
16/09/2011 03,1.76,1.76,3.52
16/09/2011 04,1.74,0.24,1.98
16/09/2011 05,1.98,2,3.98
16/09/2011 06,4.26,2.19,6.45
16/09/2011 07,2.72,0.81,3.53
16/09/2011 08,3.69,2.71,6.4
16/09/2011 09,4.27,0.99,5.26
16/09/2011 10,3.98,1.3,5.28
16/09/2011 11,5.67,3,8.67
16/09/2011 12,4.97,1.35,6.32
16/09/2011 13,4.64,0.65,5.29
16/09/2011 14,7.96,4,11.96
16/09/2011 15,5.32,2.29,7.61
16/09/2011 16,5.62,0.71,6.33
16/09/2011 17,6.34,3,9.34
16/09/2011 18,4.35,1.62,5.97
16/09/2011 19,4.38,1.6,5.98
16/09/2011 20,2.6,1.78,4.38
16/09/2011 21,2.98,0,2.98
16/09/2011 22,0.82,0,0.82
16/09/2011 23,2,2,4
17/09/2011 00,3,0.56,3.56
17/09/2011 01,1.56,0.44,2
17/09/2011 02,1.54,1.09,2.63
17/09/2011 03,1.98,0.91,2.89
17/09/2011 04,1.98,1.05,3.03
17/09/2011 05,1.47,0.95,2.42
17/09/2011 06,2.99,2,4.99
17/09/2011 07,2.49,0,2.49
17/09/2011 08,3,0,3
17/09/2011 09,2.96,2,4.96
17/09/2011 10,3.98,0.94,4.92
17/09/2011 11,3.52,1.06,4.58
17/09/2011 12,4.9,2,6.9
17/09/2011 13,3.97,0.89,4.86
17/09/2011 14,4.54,2.11,6.65
17/09/2011 15,4.55,3,7.55
17/09/2011 16,4.4,0.83,5.23
17/09/2011 17,2.39,1.17,3.56
17/09/2011 18,2.58,3,5.58
17/09/2011 19,1.98,1.71,3.69
17/09/2011 20,1.98,0.3,2.28
17/09/2011 21,2.24,1,3.24
17/09/2011 22,1.37,0.67,2.04
17/09/2011 23,1.64,2.31,3.95
18/09/2011 00,1.36,0,1.36
18/09/2011 01,2.64,2.99,5.63
18/09/2011 02,1.99,2,3.99
18/09/2011 03,2.37,3.99,6.36
18/09/2011 04,1,2,3
18/09/2011 05,2.6,2,4.6
18/09/2011 06,2.57,1.56,4.13
18/09/2011 07,2.98,2.97,5.95
18/09/2011 08,3.55,2.98,6.53
18/09/2011 09,3.41,4.45,7.86
18/09/2011 10,2.52,2.99,5.51
18/09/2011 11,4.97,2.24,7.21
18/09/2011 12,4.44,3.75,8.19
18/09/2011 13,3.98,2.77,6.75
18/09/2011 14,4.49,3.21,7.7
18/09/2011 15,4.47,2.1,6.57
18/09/2011 16,4.98,3.27,8.25
18/09/2011 17,3.98,2.98,6.96
18/09/2011 18,2.51,4.44,6.95
18/09/2011 19,1.99,0.5,2.49
18/09/2011 20,2.43,2.82,5.25
18/09/2011 21,1.98,2.84,4.82
18/09/2011 22,1.55,2.99,4.54
18/09/2011 23,1.99,1.12,3.11
19/09/2011 00,1.98,2.86,4.84
19/09/2011 01,1.99,2.11,4.1
19/09/2011 02,1.98,2.97,4.95
19/09/2011 03,1.61,2.08,3.69
19/09/2011 04,2,2.72,4.72
19/09/2011 05,2.7,2.15,4.85
19/09/2011 06,3.64,2.92,6.56
19/09/2011 07,2.99,1.16,4.15
19/09/2011 08,4,3.82,7.82
19/09/2011 09,4.99,0.95,5.94
19/09/2011 10,3.89,0,3.89
19/09/2011 11,5.67,0,5.67
19/09/2011 12,4.97,0,4.97
19/09/2011 13,5.96,0,5.96
19/09/2011 14,5.23,0,5.23
19/09/2011 15,6.09,0,6.09
19/09/2011 16,5.12,0,5.12
19/09/2011 17,4.22,0,4.22
19/09/2011 18,4.98,0,4.98
19/09/2011 19,4.19,0,4.19
19/09/2011 20,3.57,0,3.57
19/09/2011 21,2.8,0,2.8
19/09/2011 22,2,0,2
19/09/2011 23,0.33,0,0.33
20/09/2011 00,1.98,0,1.98
20/09/2011 01,1.98,0,1.98
20/09/2011 02,1.98,0,1.98
20/09/2011 03,1.73,0,1.73
20/09/2011 04,2,0,2
20/09/2011 05,2.21,0,2.21
20/09/2011 06,1.79,0,1.79
20/09/2011 07,0,0,0
20/09/2011 08,0,0,0
20/09/2011 09,0,0,0
20/09/2011 10,0,0,0
20/09/2011 11,0,0,0
20/09/2011 12,0,0,0
20/09/2011 13,0,0,0
20/09/2011 14,0,0,0
20/09/2011 15,0,0,0
20/09/2011 16,0,0,0
20/09/2011 17,0,0,0
20/09/2011 18,0,0,0
20/09/2011 19,0,0,0
20/09/2011 20,0,0,0
20/09/2011 21,0,0,0
20/09/2011 22,0,0,0
20/09/2011 23,0,0,0
21/09/2011 00,0,0,0
21/09/2011 01,0,0,0
21/09/2011 02,0,0,0
21/09/2011 03,0,0,0
21/09/2011 04,0,0,0
21/09/2011 05,0,0,0
21/09/2011 06,0,0,0
21/09/2011 07,0,0,0
21/09/2011 08,7.51,0,7.51
21/09/2011 09,9.3,10.78,20.08
21/09/2011 10,5.24,3.99,9.23
21/09/2011 11,4.16,3.73,7.89
21/09/2011 12,4.18,2.83,7.01
21/09/2011 13,3.98,4.1,8.08
21/09/2011 14,4.6,3.32,7.92
21/09/2011 15,4.12,2,6.12
21/09/2011 16,4.22,3.52,7.74
21/09/2011 17,4.98,2.51,7.49
21/09/2011 18,2.26,2.43,4.69
21/09/2011 19,2.98,3,5.98
21/09/2011 20,3.68,3.5,7.18
21/09/2011 21,2.29,3,5.29
21/09/2011 22,1.99,2.52,4.51
21/09/2011 23,2.31,2.47,4.78
22/09/2011 00,1.66,2.54,4.2
22/09/2011 01,2.99,2.17,5.16
22/09/2011 02,0.99,3.26,4.25
22/09/2011 03,1.99,0.99,2.98
22/09/2011 04,1.99,2.99,4.98
22/09/2011 05,1.99,1.4,3.39
22/09/2011 06,3.39,4.18,7.57
22/09/2011 07,2.19,2.78,4.97
22/09/2011 08,3.94,2.76,6.7
22/09/2011 09,5.02,3.21,8.23
22/09/2011 10,4.54,3.98,8.52
22/09/2011 11,4.42,2.33,6.75
22/09/2011 12,3.98,4.63,8.61
22/09/2011 13,2.97,3.32,6.29
22/09/2011 14,4.46,4.99,9.45
22/09/2011 15,3.5,2.32,5.82
22/09/2011 16,3.29,3.3,6.59
22/09/2011 17,4.67,4.28,8.95
22/09/2011 18,3.02,2.39,5.41
22/09/2011 19,4,3.27,7.27
22/09/2011 20,2.46,3.71,6.17
22/09/2011 21,1.98,2,3.98
22/09/2011 22,2.43,2.99,5.42
22/09/2011 23,1.98,2.24,4.22
23/09/2011 00,1.57,2.98,4.55
23/09/2011 01,1.99,2.53,4.52
23/09/2011 02,1.6,1.22,2.82
23/09/2011 03,2,2.78,4.78
23/09/2011 04,1.37,3,4.37
23/09/2011 05,3.36,2.57,5.93
23/09/2011 06,2.55,2.79,5.34
23/09/2011 07,3.24,3.81,7.05
23/09/2011 08,5.65,4.15,9.8
23/09/2011 09,4.31,2.59,6.9
23/09/2011 10,3.66,7.08,10.74
23/09/2011 11,0.86,0,0.86
23/09/2011 12,0,0,0
23/09/2011 13,1.08,0,1.08
23/09/2011 14,11.18,0.64,11.82
23/09/2011 15,3.51,9.55,13.06
23/09/2011 16,5.22,3.8,9.02
23/09/2011 17,2.72,2.16,4.88
23/09/2011 18,5.51,3.84,9.35
23/09/2011 19,3.77,2.06,5.83
23/09/2011 20,3,2.99,5.99
23/09/2011 21,2.2,3.03,5.23
23/09/2011 22,1.99,2.95,4.94
23/09/2011 23,1.98,1.97,3.95
24/09/2011 00,3.07,2.02,5.09
24/09/2011 01,2.74,3,5.74
24/09/2011 02,1,2,3
24/09/2011 03,2.14,2.99,5.13
24/09/2011 04,1.99,2.95,4.94
24/09/2011 05,1.11,0.06,1.17
24/09/2011 06,3.08,2.96,6.04
24/09/2011 07,2.88,2.99,5.87
24/09/2011 08,2.35,2.99,5.34
24/09/2011 09,1.61,1.92,3.53
24/09/2011 10,1.92,3.06,4.98
24/09/2011 11,3.05,2.99,6.04
24/09/2011 12,1.94,2.08,4.02
24/09/2011 13,1.98,1.79,3.77
24/09/2011 14,2.93,3.04,5.97
24/09/2011 15,1.08,1.11,2.19
24/09/2011 16,2.97,2.93,5.9
24/09/2011 17,2.98,2.99,5.97
24/09/2011 18,2,2,4
24/09/2011 19,2,2.99,4.99
24/09/2011 20,2,1.99,3.99
24/09/2011 21,2,2.99,4.99
24/09/2011 22,3,2,5
24/09/2011 23,2.66,2,4.66
25/09/2011 00,1.79,3.34,5.13
25/09/2011 01,2.2,0.91,3.11
25/09/2011 02,2,0.99,2.99
25/09/2011 03,2,0.1,2.1
25/09/2011 04,2,1.76,3.76
25/09/2011 05,2.99,0.24,3.23
25/09/2011 06,2.73,3,5.73
25/09/2011 07,1.25,1,2.25
25/09/2011 08,3.27,1,4.27
25/09/2011 09,1.71,0,1.71
25/09/2011 10,2,1,3
25/09/2011 11,2.69,0,2.69
25/09/2011 12,1.61,0,1.61
25/09/2011 13,2,3,5
25/09/2011 14,2.67,0,2.67
25/09/2011 15,1.34,0,1.34
25/09/2011 16,2.65,3,5.65
25/09/2011 17,2,0,2
25/09/2011 18,1.37,0,1.37
25/09/2011 19,2.62,3,5.62
25/09/2011 20,1.99,0,1.99
25/09/2011 21,2.99,0,2.99
25/09/2011 22,1.58,0,1.58
25/09/2011 23,1.98,3,4.98
26/09/2011 00,1.98,0,1.98
26/09/2011 01,1.99,1,2.99
26/09/2011 02,1.87,0,1.87
26/09/2011 03,2,0.65,2.65
26/09/2011 04,2.53,0.98,3.51
26/09/2011 05,1.51,0.37,1.88
26/09/2011 06,4.5,0,4.5
26/09/2011 07,2.47,0,2.47
26/09/2011 08,4.98,0,4.98
26/09/2011 09,6.97,0,6.97
26/09/2011 10,6.96,0,6.96
26/09/2011 11,7.03,0,7.03
26/09/2011 12,6.9,0,6.9
26/09/2011 13,6.6,0,6.6
26/09/2011 14,8.33,0,8.33
26/09/2011 15,8.39,0,8.39
26/09/2011 16,7.69,3,10.69
26/09/2011 17,7.39,0.5,7.89
26/09/2011 18,5.98,1.97,7.95
26/09/2011 19,4.98,1.53,6.51
26/09/2011 20,3.97,3,6.97
26/09/2011 21,3.22,1,4.22
26/09/2011 22,2,0,2
26/09/2011 23,2,2,4
27/09/2011 00,2.99,0,2.99
27/09/2011 01,2.34,3,5.34
27/09/2011 02,2.65,0.82,3.47
27/09/2011 03,2.99,1.58,4.57
27/09/2011 04,2,0.6,2.6
27/09/2011 05,2.61,1.51,4.12
27/09/2011 06,3.67,2.49,6.16
27/09/2011 07,4.55,2,6.55
27/09/2011 08,4.13,0.7,4.83
27/09/2011 09,7.07,2.65,9.72
27/09/2011 10,6.69,2.65,9.34
27/09/2011 11,7.72,0,7.72
27/09/2011 12,7.21,0.66,7.87
27/09/2011 13,7.96,0.65,8.61
27/09/2011 14,9.74,2.71,12.45
27/09/2011 15,7.18,3,10.18
27/09/2011 16,9.16,2.53,11.69
27/09/2011 17,6.95,1.72,8.67
27/09/2011 18,5.78,0.75,6.53
27/09/2011 19,6.61,2,8.61
27/09/2011 20,4.98,0.67,5.65
27/09/2011 21,3.98,2.33,6.31
27/09/2011 22,2.99,1,3.99
27/09/2011 23,2.71,0,2.71
28/09/2011 00,2.13,2,4.13
28/09/2011 01,2,0.35,2.35
28/09/2011 02,2.99,1.65,4.64
28/09/2011 03,2.99,0,2.99
28/09/2011 04,2,0,2
28/09/2011 05,2.16,3,5.16
28/09/2011 06,3.9,0.18,4.08
28/09/2011 07,4.11,2.82,6.93
28/09/2011 08,6.97,2,8.97
28/09/2011 09,8.87,0,8.87
28/09/2011 10,8.13,2.24,10.37
28/09/2011 11,12,2.9,14.9
28/09/2011 12,15.79,3.86,19.65
28/09/2011 13,5.06,0.09,5.15
28/09/2011 14,11.91,2.43,14.34
28/09/2011 15,9.95,2.48,12.43
28/09/2011 16,11.94,1.02,12.96
28/09/2011 17,7.07,2,9.07
28/09/2011 18,6.95,1.98,8.93
28/09/2011 19,5.94,2.96,8.9
28/09/2011 20,7.03,1.99,9.02
28/09/2011 21,3.97,0.05,4.02
28/09/2011 22,3.06,1,4.06
28/09/2011 23,2,0,2
29/09/2011 00,2.9,3,5.9
29/09/2011 01,2.98,0,2.98
29/09/2011 02,2.99,2,4.99
29/09/2011 03,1.21,1,2.21
29/09/2011 04,3,0,3
29/09/2011 05,2.86,3,5.86
29/09/2011 06,4.14,1.75,5.89
29/09/2011 07,4.69,0.25,4.94
29/09/2011 08,4.81,2.71,7.52
29/09/2011 09,6.96,2.82,9.78
29/09/2011 10,9.43,1.3,10.73
29/09/2011 11,8.72,2.16,10.88
29/09/2011 12,8.58,2.63,11.21
29/09/2011 13,15.47,2.77,18.24
29/09/2011 14,20.34,2.79,23.13
29/09/2011 15,14.83,2.85,17.68
29/09/2011 16,9.96,2.66,12.62
29/09/2011 17,8.45,0.31,8.76
29/09/2011 18,6.71,2,8.71
29/09/2011 19,5.95,2,7.95
29/09/2011 20,6.25,2.19,8.44
29/09/2011 21,3.98,0.81,4.79
29/09/2011 22,3.26,1,4.26
29/09/2011 23,1.59,1,2.59
30/09/2011 00,3,0,3
30/09/2011 01,3.68,3,6.68
30/09/2011 02,2.32,0,2.32
30/09/2011 03,2.98,1,3.98
30/09/2011 04,2.02,0,2.02
30/09/2011 05,2.64,4,6.64
30/09/2011 06,4.62,1.25,5.87
30/09/2011 07,4.22,0.75,4.97
30/09/2011 08,7.16,1.6,8.76
30/09/2011 09,6.16,3.59,9.75
30/09/2011 10,9.58,1.97,11.55
30/09/2011 11,10.56,1.83,12.39
30/09/2011 12,9.81,3,12.81
30/09/2011 13,10.53,1.67,12.2
30/09/2011 14,10.52,1.88,12.4
30/09/2011 15,10.59,2.46,13.05
30/09/2011 16,8.87,2,10.87
30/09/2011 17,7.36,1.03,8.39
30/09/2011 18,9.45,0.97,10.42
30/09/2011 19,8.04,0,8.04
30/09/2011 20,4.94,1.94,6.88
30/09/2011 21,5.47,2.06,7.53
30/09/2011 22,3.01,2,5.01
30/09/2011 23,3,0.45,3.45
01/10/2011 00,2,1.54,3.54
01/10/2011 01,2.99,0,2.99
01/10/2011 02,2.99,2,4.99
01/10/2011 03,3.43,1.42,4.85
01/10/2011 04,2.98,0.99,3.97
01/10/2011 05,2.99,1.59,4.58
01/10/2011 06,2.58,0.76,3.34
01/10/2011 07,3.39,1.24,4.63
